entidad,tipo_entidad
Azucena Saballos Ramírez,ser humano
Leslie Ruiz Baldelomar,ser humano
Iris Marina Montenegro Blandón,ser humano
Adilia del Pilar Salinas Otero,ser humano
Alba Estela González Tórrez,ser humano
Alyeris Beldramina Arias Siezar,ser humano
Elvira Cuadra Lira,ser humano
Asunción Moreno,ser humano
Angela Espinoza Tórrez,ser humano
Arlen Cerda,ser humano
Consejo Superior de la Empresa Privada,cámara de comercio e industria
ingeniero,profesión
La Prensa,página de desambiguación de Wikimedia
Argentina del Socorro Parajón Alejos,ser humano
Daysi Rubio Godoy,ser humano
Marlen Chow,ser humano
Jennifer Brown Bracket,ser humano
Celia Camacho,ser humano
Hugo Torres Jiménez,ser humano
Miguel Mendoza,ser humano
Olga Avilés,ser humano
Eleonora Rocha,ser humano
Pedro Joaquín Chamorro Barrios,ser humano
Azáhalea Solís,ser humano
Víctor Hugo Tinoco,ser humano
Lucy Valenti,ser humano
Leonor Zúniga,ser humano
María Luisa Acosta,ser humano
Saturnino Cerrato,ser humano
Pedro Molina,página de desambiguación de Wikimedia
María Haydee Osuna,ser humano
Medardo Mairena,ser humano
Rolando Castellón,ser humano
escritor deportivo,periodista
cineasta,artista
documentalista,profesión
catedrático,profesor universitario
ilustrador,profesión
Confidencial,publicación periódica
dibujante de prensa,profesión
Museo de Arte Moderno de San Francisco,museo
Izayana Marenco,ser humano
Marlon Amador Pérez,ser humano
Evidelia González Jarquin,ser humano
Félix Potoy,ser humano
Edwin Barberena,ser humano
Noel Vidaurre,ser humano
Francisco Aguirre Sacasa,ser humano
Claudia Gordillo,ser humano
Jaime Chamorro Cardenal,ser humano
