entidad	instancia_de	subclase_de
Luis Rojas Mena	ser humano	
Luis Herrera de la Fuente	ser humano	
Paris Pişmiş	ser humano	
Miguel Miramón	ser humano	
Claudio Suárez	ser humano	
Demián Bichir	ser humano	
Jonny Magallón	ser humano	
Ignacio Comonfort	ser humano	
Angélica María	ser humano	
Gummy	ser humano	
Verónica Segura	ser humano	
María Sabina	ser humano	
Anastasia Acosta	ser humano	
Mónica Ocampo	ser humano	
Mario Arturo Acosta Chaparro	ser humano	
Gloria Marín	ser humano	
Hérculez Gómez	ser humano	
Mariano Paredes y Arrillaga	ser humano	
Sabina Berman	ser humano	
Jesús Mena Campos	ser humano	
Premio Xavier Villaurrutia	premio literario	
Dublín	gran ciudad, asentamiento portuario, ciudad más grande	
San Esteban Tizatlán	localidad de México	
Universidad Autónoma de Yucatán	universidad, editor de acceso abierto	
productor discográfico	profesión musical	músico, productor
Premios Grammy	premio de música, ceremonia anual de premios musicales, grupo de premios	premio de música
Sindicato de Guionistas del Oeste de los Estados Unidos	sindicato de trabajadores	
Mixcoac	región administrativa, colonia de México	
director	Wikidata property to identify contributors to audiovisual works	
Ciudad Satélite	barrio	
Deutsche Oper Berlin	teatro de ópera	
Granada	municipio de España	
Palermo	ciudad, comuna de Italia, gran ciudad	
cantante de ópera	ocupación, profesión musical	cantante, cantante de música clásica, classical musician
La culpa es de los tlaxcaltecas	obra literaria	
Chicago	ciudad global, gran ciudad, ciudad de Illinois	
Londres	ciudad, megaciudad, metrópoli, ciudad global, centro financiero, ciudad más grande, capital nacional	
Universidad de Brístol	universidad pública, Red brick university, organización educativa, universidad de investigación	
La Habana	página de desambiguación de Wikimedia	
Universidad de La Habana	universidad pública, editor de acceso abierto	
Poza Rica	localidad de México	
atleta	ocupación	deportista
Jalpa de Cánovas	asentamiento	
Constantinopla	ciudad, entidad territorial administrativa, ciudad antigua	
astrónomo	profesión	científico
