entidad	instancia_de	subclase_de
Municipio Cruz Paredes	municipio de Venezuela	
Daniel Febles	ser humano	
Daniel Navarrete	ser humano	
Daniel Vallverdu	ser humano	
Daniela Morales	ser humano	
Daniela Spanic	ser humano	
Daniela Torrealba	ser humano	
Ortíz	ciudad	
Fina Torres	ser humano	
Leidys Brito	ser humano	
Wuilmen Bravo	ser humano	
arquero	profesión histórica	guerrero
Parroquia Mantecal	parroquia civil de Venezuela	
Danilo Žerjal	ser humano	
Danny Sandoval	ser humano	
Dave Concepción	ser humano	
Aragua	estado de Venezuela	
Estefanía López	ser humano	
Eustoquio Gómez	ser humano	
Eva Blanco	ser humano	
El club de los tigritos	programa de televisión	
La Mulera	asentamiento	
Denisse Fuenmayor	ser humano	
Guacara	ciudad, gran ciudad	
jugador de sóftbol	profesión	deportista, jugador competitivo
Denzil Romero	ser humano	
Deolis Guerra	ser humano	
Desiree Glod	ser humano	
Facundo Coral	ser humano	
Nicolás Patiño Sosa	ser humano	
Felipe Izcaray	ser humano	
Buenos Aires	asentamiento	
Argentina	país, nación, república federal, estado soberano, estado confesional	
Isaac Chocrón	ser humano	
Pynchas Brener	ser humano	
Dilia Díaz Cisneros	ser humano	
Universidad de Columbia	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro	
Tyszówce	ciudad	
rabino	profesión, título honorífico, ocupación religiosa, ocupacion religiosa judía	religioso, líder religioso
El Hatillo	asentamiento	
Diliana Méndez	ser humano	
Dilson Torres	ser humano	
Diógenes Rivas	ser humano	
tirador		cinturón
Academia Nacional de Santa Cecilia	conservatorio de música	
Braulio Salazar	ser humano	
Mariana Vega	ser humano	
Fernando Asián	ser humano	
Universidad de Toronto	universidad colegiada, universidad pública de investigación, Universidad en Ontario	
Premio Grammy Latino al mejor artista nuevo	premio al mejor artista revelación, categoría de un premio	
Madrid	metrópoli, destino turístico, municipio de España	
historietista	profesión	guionista, ilustrador, dibujante, historietista
Pedro Antonio Ramos	ser humano	
Pedro Augusto Beauperthuy	ser humano	
Pedro Barrientos	ser humano	
Universidad de Oriente	universidad pública, editor de acceso abierto	
senador de Venezuela	cargo	senador
Edgardo Alfonzo	ser humano	
Edmundo López	ser humano	
Eduardo Alemán	ser humano	
Santa Teresa del Tuy	ciudad, gran ciudad	
Eduardo Blanco	ser humano	
Eduardo Caballero Calderón	ser humano	
Eduardo Fernández (abogado venezolano)	ser humano	
Bogotá	distrito capital, asentamiento, municipio bajo jurisdicción central, gran ciudad, municipio de Colombia, división administrativa de primer nivel, ciudad más grande	
Universidad Externado de Colombia	universidad, editor de acceso abierto	
Premio Nadal	premio literario	
Universidad de Georgetown	universidad católica, universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
Jesús Márquez	ser humano	
Jesús Paz Galarraga	ser humano	
Jesús Romero Anselmi	ser humano	
Los Puertos de Altagracia	asentamiento	
Pompeyo Ramis	ser humano	
Porfirio Oropeza	ser humano	
Ismael Ramírez	ser humano	
Gerona	municipio de Cataluña	
filósofo	ocupación	académico de humanidades
latinista	profesión	filólogo clásico
Carlos Maya	ser humano	
Robert Pérez	ser humano	
Teófilo Tortolero	ser humano	
Thirza Ruiz	ser humano	
San Sebastián de los Reyes	municipio de España	
botánico	profesión	biólogo
Luis Benshimol	ser humano	
Yucef Merhi	ser humano	
Gaspar Marcano	ser humano	
El Moreno Michael	ser humano	
El Prieto	ser humano	
Eladio Lárez	ser humano	
Carmelo Lauría	ser humano	
Carmen Busquets	ser humano	
emprendedor	profesión, estatus legal	personalidad jurídica, economic entity
Lorenzo González	ser humano	
Lorenzo Martínez de Madrid y González	ser humano	
Lotty Ipinza	ser humano	
Panaquire	parroquia civil de Venezuela	
Cecilia Todd	ser humano	
Cesar Alberto Castro	ser humano	
Charyl Chacón	ser humano	
Lima	ciudad, megaciudad, característica geográfica, gran ciudad, ciudad más grande	
Gastón Parra Luzardo	ser humano	
Gustavo Ávila	ser humano	
Gerardo Budowski	ser humano	
Universidad del Zulia	universidad pública, editor de acceso abierto	
jockey	propiedad de Wikidata relacionada con la equitación	
Berlín	distrito de El Salvador	
ajedrecista	profesión	deportista, abstract game player, chess person, jugador de juego de tablero
Universidad Yale	universidad privada, Colegios coloniales, empresa productora, universidad de investigación, institución educativa privada sin fines de lucro, editorial académica	
Milena Gimón	ser humano	
Mireya Kríspin	ser humano	
Mireya Tabuas	ser humano	
Carlos González (periodista deportivo)	ser humano	
Carlos Guinand Sandoz	ser humano	
Carlos Irazábal	ser humano	
Yadira Soturno	ser humano	
Beycker Velásquez	ser humano	
Barbara Sánchez	ser humano	
El Tigre	página de desambiguación de Wikimedia	
José Vielma Mora	ser humano	
Giomar Guevara	ser humano	
Giovanni Bertorelli	ser humano	
Guarenas	ciudad, gran ciudad	
Humberto Calderón Berti	ser humano	
Humberto Celli Gerbasi	ser humano	
Héctor Vásquez	ser humano	
ministro de Relaciones Exteriores	cargo público, cargo	ministro de Relaciones Exteriores
violonchelista	profesión musical	instrumentalista
Danilo León	ser humano	
Santos Dominici	ser humano	
Saúl Marin	ser humano	
Luis Maza	ser humano	
Sorbonne Universidad de París	universidad en Francia, entidad desaparecida	
Pedro Boada	ser humano	
Pedro Cassiram	ser humano	
Pedro Emilio Coll	ser humano	
columnista	profesión, cargo	escritor, periodista, periodista de opinión, opinionist
Gonzalo Parra-Aranguren	ser humano	
Lorenzo Mendoza Giménez	ser humano	
Guiomar Narváez	ser humano	
pianista	cargo, ocupación, profesión musical	tecladista
Carlos González	página de desambiguación de nombres humanos	
Carlos Hernández	página de desambiguación de nombres humanos	
Carlos Alberto Hernández	ser humano	
director de fotografía	propiedad de Wikidata para elementos sobre películas, propiedad de Wikidata relacionada con la fotografía	
Universidad de Miami	universidad, institución educativa privada sin fines de lucro	
Pilar Socorro	ser humano	
Isaac J. Pardo	ser humano	
Premio Nacional de Humanidades de Venezuela	distinción	
Carlos Luis Campos	ser humano	
Honorio Machado	ser humano	
Hortensio Fucil	ser humano	
Alfonso Montes	ser humano	
Jeannette Rodríguez	ser humano	
Johana Fuenmayor	ser humano	
Alejandra Benítez	ser humano	
Cristal	página de desambiguación de Wikimedia	
dentista	profesión sanitaria, ocupación, grupo de ocupaciones de la CIUO	médico, médico especialista, estomatólogo, other health professionals
Igor Hernández	ser humano	
Alfredo del Mónaco	ser humano	
María Luisa Escobar	ser humano	
jugador de voleibol de playa	profesión, ocupación	voleibolista
Premio Tomás Luis de Victoria	premio de música	
Daniel Arzola	ser humano	
David Smolansky	ser humano	
Marlon Fernández Jímenez	ser humano	
No Soy Tu Chiste	serie de obras de arte	
José Aguilar	página de desambiguación de nombres humanos	
José Antonio Calcaño	ser humano	
Caro de Boesi	ser humano	
Canal de Chacao	estrecho	
Virgilio Galindo	ser humano	
Virgilio Trómpiz	ser humano	
Virginia Gil de Hermoso	ser humano	
Vladimir Gessen	ser humano	
Vladimir Vera	ser humano	
Víctor Drija	ser humano	
director de teatro	profesión, cargo, oficio del teatro	realizador, theatre maker
Venevisión	emisora de televisión	
Luis Roche	ser humano	
Luis Rojas	ser humano	
Luis Salazar	ser humano	
Universidad de Hawái	universidad, sistema de universidad estatal, editor de acceso abierto	
Juan José Landaeta	ser humano	
Juan Röhl	ser humano	
Yessica Maria Paz Hidalgo	ser humano	
Giovanni Carrara	ser humano	
Giovanni Frigo	ser humano	
Giovanni Romero	ser humano	
