entidad	instancia_de	subclase_de
Guerrilla de Ñancahuazú	movimiento guerrillero	
Elberfeld	barrio	
fotógrafo	ocupación, agente	artista visual
Bauhaus	estilo arquitectónico, institución, movimiento artístico, institución educativa de artes	Movimiento Moderno
músico	ocupación, profesión musical	artista
Universidad de Música y Arte Dramático de Viena	conservatorio de música, universidad pública, escuela de arte dramático	
Orquesta Filarmónica de Viena	organización sin fines de lucro, orquesta sinfónica	
Berlín	distrito de El Salvador	
bailarín de ballet	profesión	bailarín
Bernardo de Irigoyen	ser humano	
Roberto Sariguella	ser humano	
Colegio del Salvador	colegio jesuita	
Festival de la Canción de San Remo	programa de televisión, festival de música, Eurovision Song Contest selection event, concurso anual de música	
Eva Perón	ser humano	
Adrian Schinoff	ser humano	
Benito Villafañe	ser humano	
Manuel José Gómez Rufino	ser humano	
Reinaldo Gorno	ser humano	
Carlos María Franzini	ser humano	
Lucas Wilchez	ser humano	
Franco Zuculini	ser humano	
Bérénice Bejo	ser humano	
Emiliano Sala	ser humano	
Marcelo Bielsa	ser humano	
Pedro Ochoa	ser humano	
Mariano Acha	ser humano	
Saturnino Laspiur	página de desambiguación de Wikimedia	
Leonardo Mayer	ser humano	
Alejandro Lanari	ser humano	
Fernando Gamboa	ser humano	
Carla Rebecchi	ser humano	
Florencia Mutio	ser humano	
Cristina Fernández de Kirchner	ser humano	
Junín	página de desambiguación de Wikimedia	
Orden de Isabel la Católica	orden, condecoración civil	
compositor de canciones	profesión musical	compositor, autor
Gobernador de la Provincia de San Juan	artículo de lista de personas de Wikimedia por cargo ocupado	
fondista	profesión	corredor
César a la mejor actriz	Premios César, categoría de un premio de cine, premio a la mejor actriz protagonista	
Cululú	municipio	
juez	propiedad de Wikidata relacionada con el derecho y la justicia	
Marcos Juárez	ciudad, municipio	
La Salle Florida	escuela privada	
Tolosa	municipio de Filipinas	
Presidencia de la Nación	organismo público	
director de cine	profesión, profesión del cine	artista visual, profesional del cine, realizador, miembro del equipo de filmación
Imperio ruso	estado desaparecido	
Estrella de la República Socialista de Rumanía	orden	
oficial de la Orden de las Artes y las Letras	grado de una orden	oficial
Mauro Richeze	ser humano	
Mariano Torres	ser humano	
Terig Tucci	ser humano	
José Félix Uriburu	ser humano	
Marcelo Torcuato de Alvear	ser humano	
Fabricio Oberto	ser humano	
Adolfo Alfredo Bollini	ser humano	
Adolfo Armando Uriona	ser humano	
Adolfo Bullrich	ser humano	
Adolfo Cambiaso	ser humano	
Adolfo Döring	ser humano	
Adolfo Domingo Torres	ser humano	
Adolfo Gass	ser humano	
Adolfo Pedernera	ser humano	
Adolfo Saldías	ser humano	
Adolfo Scilingo	ser humano	
Adolfo Zumelzú	ser humano	
Pedro Pablo Ramírez	ser humano	
Juan Carlos Onganía	ser humano	
Carlos Alberto Lacoste	ser humano	
ciclista de pista	profesión	ciclista
Las Varillas	página de desambiguación de Wikimedia	
Salón de la Fama FIBA	Salón de la Fama del Deporte	distinción
diplomático	profesión, título corporativo	estadista, alto cargo
intendente de la Ciudad de Buenos Aires	cargo	alcalde
Partido de Cañuelas	municipio, partido de la provincia de Buenos Aires	
polista	profesión	deportista, jugador competitivo
Gotinga	Kreisstadt, centro regional mayor, ciudad de la Liga Hanseática, ciudad universitaria, gran ciudad, special municipality association of Germany, municipio urbano de Alemania, urban district of Lower Saxony, Einheitsgemeinde of Lower Saxony	
zoólogo	profesión, cargo	biólogo
Carlos Casares	página de desambiguación de nombres humanos	
Vicegobernador de la provincia de Buenos Aires	cargo	vicegobernador de provincia argentina
Escuela Naval Militar	página de desambiguación de Wikimedia	
La Paz	metrópoli, gran ciudad, sede de gobierno	
Marcos Paz	asentamiento	
Carlos Rodrigues Gesualdi	ser humano	
Ernesto Garzón Valdés	ser humano	
Universidad de Mainz	Registrador de Internet Local, universidad pública, comprehensive university, editor de acceso abierto	
Litto Nebbia	ser humano	
Hugo Porta	ser humano	
Alberto Morán	ser humano	
Cecilia Méndez	ser humano	
Blas Parera	ser humano	
Alberto Rendo	ser humano	
Marwell Periotti	ser humano	
Hugo Curioni	ser humano	
Darío Franco	ser humano	
Pedro Reginaldo Lira	ser humano	
Miguel Brascó	ser humano	
Emiliano Romero	ser humano	
Francisco Lamolina	ser humano	
Diego Abal	ser humano	
Javier Castrilli	ser humano	
Domingo Cavallo	ser humano	
China Suárez	ser humano	
Oscar Alemán	ser humano	
Facundo Arana	ser humano	
Leónidas Lamborghini	ser humano	
productor discográfico	profesión musical	músico, productor
arquitecto	propiedad de Wikidata relacionada con la arquitectura, Wikidata property to identify contributors to works or products	
embajador	rango diplomático, título de autoridad, cargo	jefe de misión, plenipotenciario
provincia de Alessandria	provincia de Italia	
supermodelo	profesión	modelo, star
Murcia	municipio de España	
Himno Nacional Argentino	himno nacional	
Bell Ville	ciudad, municipio	
Cruz Alta	página de desambiguación de Wikimedia	
obispo auxiliar	función episcopal, vocación católica	obispo, obispo católico, obispo titular, vicario general, ayudante
Sarandí	ciudad de Argentina	
San Francisco	ciudad de Estados Unidos, gran ciudad, Ciudad santuario, ciudad chárter y condado	
Premios Sur	premio cinematográfico, premio científico, grupo de premios	
Premio Florencio	premio de teatro	
Elsa Kelly	ser humano	
Elsa Piaggio	ser humano	
Luis Bacalov	ser humano	
Pablo Vitti	ser humano	
Elmer Osmar Ramón Miani	ser humano	
Pablo Batalla	ser humano	
Sebastián Porto	ser humano	
Elsa Justel	ser humano	
Ricardo Escuela	ser humano	
Gerardo Barbero	ser humano	
Hugo Nicolás Barbaro	ser humano	
Guillermo Calvo	ser humano	
Mariano Pagés	ser humano	
Eleuterio F. Tiscornia	ser humano	
José María Ruda	ser humano	
Nicolino Locche	ser humano	
Roberto Beracochea	ser humano	
Eliseo Verón	ser humano	
Osvaldo Zubeldía	ser humano	
Julio César Falcioni	ser humano	
Premios Óscar de 1994	ceremonia de los Óscar	
Vicente López	página de desambiguación de nombres humanos	
Opus Dei	prelatura personal	
obispo de San Roque de Presidencia Roque Sáenz Peña	función episcopal	obispo católico, obispo diocesano, ordinario, obispo sufragáneo, obispo católico latino
economista	profesión, grupo de ocupaciones de la CIUO	científico social, profesionales sociales y religiosos
Universidad de Columbia	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro	
escultor	profesión artística	artesano, artista visual, artista plástico
Universidad Nacional de Cuyo	universidad pública, editor de acceso abierto	
Gualeguaychú	ciudad, municipio, ciudad fronteriza, gran ciudad	
Organización de las Naciones Unidas	organización intergubernamental, organización internacional	
Tunuyán	ciudad, entidad territorial administrativa	
Gualeguay	municipio, ciudad de Argentina	
Lucas González	ser humano	
Nazario Benavídez	ser humano	
Dolores Fonzi	ser humano	
Mario Véner	ser humano	
Rodrigo Roncero	ser humano	
Luis Ibáñez	ser humano	
Tito Capobianco	ser humano	
Francisco Gabriel Guerrero	ser humano	
Abel Alves	ser humano	
Mariana Fabbiani	ser humano	
