entidad	instancia_de	subclase_de
Agustín Estrada Monroy	ser humano	
Horacio Figueroa Marroquín	ser humano	
Antonio Goubaud Carrera	ser humano	
Alfredo Guerra-Borges	ser humano	
Luis Luján Muñoz	ser humano	
Flavio Rojas Lima	ser humano	
Isla Nublar	isla ficticia	
fiscal	cargo	
Sacapulas	municipio de Guatemala	
Premios Whitley	premio medioambiental	
agricultor	Q778000, ocupación	trabajador agrícola, cultivadores de cultivos extensivos y hortalizas, selective profession
historiador	profesión	académico de humanidades
Sociedad de Geografía de París	sociedad geográfica	
economista	profesión, grupo de ocupaciones de la CIUO	científico social, profesionales sociales y religiosos
Pedro Zamora Castellanos	ser humano	
Josefina Alonso de Rodríguez	ser humano	
Edgar Juan Aparicio y Aparicio	ser humano	
Jorge Arias de Blois	ser humano	
Jorge Luis Arriola	ser humano	
Manuel Chavarría Flores	ser humano	
Federico Fahsen Ortega	ser humano	
José Mata Gavidia	ser humano	
Ramiro Ordoñez Jonama	ser humano	
Mariano Pacheco Herrarte	ser humano	
Ovidio Rodas Corzo	ser humano	
Lisandro Sandoval	ser humano	
Ignacio Zúñiga Corres	ser humano	
María Cristina Zilbermann de Luján	ser humano	
Arturo Valdés Oliva	ser humano	
Francisco Sánchez Latour	ser humano	
Carlos Alfonso Álvarez-Lobos Villatoro	ser humano	
Roberto Aycinena Echeverría	ser humano	
Luis Beltranena Sinibaldi	ser humano	
José Edgardo Cal Montoya	ser humano	
genealogista	profesión	historiador
geógrafo	profesión	científico de la Tierra
Totonicapán	ciudad, municipio de Guatemala	
pedagogo	profesión	científico social
epigrafista	profesión	historiador, arqueólogo, filólogo
agrónomo	profesión, ocupación	ingeniero, crop production worker
Universidad Pablo de Olavide	universidad pública, editor de acceso abierto	
Luis Antonio Díaz Vasconcelos	ser humano	
Teresa Fernández Hall de Arévalo	ser humano	
Francisco Ferrus Roig	ser humano	
José Garcia Bauer	ser humano	
Bárbara Knoke de Arathoon	ser humano	
Mariano López Mayorical	ser humano	
Guillermo Mata Amado	ser humano	
Pedro Pérez Valenzuela	ser humano	
José Luis Reyes Monroy	ser humano	
Flavio Rodas Noriega	ser humano	
José Rodríguez Cerna	ser humano	
Zoila Rodríguez Girón	ser humano	
León Yela	ser humano	
Mariano Zeceña	ser humano	
Coralia Anchisi de Rodríguez	ser humano	
Edu Linares	ser humano	
Ivana Batchelor	ser humano	
Alejandro Enríquez	ser humano	
Lowsan Melgar	ser humano	
Adrián Lorenzo Fernández	ser humano	
dentista	profesión sanitaria, ocupación, grupo de ocupaciones de la CIUO	médico, médico especialista, estomatólogo, other health professionals
etnólogo	profesión, ocupación	antropólogo, científico social
ingeniero	profesión, cargo	trabajador
topógrafo	profesión, cargo	cartógrafo, agrimensor
Departamento de Guatemala	departamento de Guatemala	
productor musical	profesión	productor discográfico, autor
traductor	propiedad de Wikidata para elementos sobre obras	
jugador de squash	ocupación	deportista, jugador competitivo
Tulio Omar Pérez Rivera	ser humano	
Octavio López Aguilar	ser humano	
Jorge Alfredo Lemcke Arévalo	ser humano	
Leonora Árbenz	ser humano	
Silvia Valdés	ser humano	
Leyli Santizo	ser humano	
Eva Siomara Sosa	ser humano	
Ricardo Méndez Ruiz	ser humano	
Ricardo Méndez Ruíz Rohrmoser	ser humano	
Rafael Curruchiche	ser humano	
Carmen Catarina Peneleu	ser humano	
José Ardón	ser humano	
Astrid Gramajo	ser humano	
Mariela SR Coline Fanon	ser humano	
Edwin Martinez Cameros	ser humano	
Fredy Pérez	ser humano	
Kenderson Navarro	ser humano	
Gerson Barrios Garrido	ser humano	
Héctor Cana Rivera	ser humano	
Brandon Dávila	ser humano	
Ministerio de Relaciones Exteriores de Guatemala	ministerio de relaciones exteriores	
El Salvador	país, estado soberano	
Pontificia Universidad Javeriana	universidad católica, universidad pontificia, editor de acceso abierto, universidad jesuita	
Magistrado de la Corte Suprema de Justicia de Guatemala	cargo	magistrado
Fundación contra el Terrorismo	asociación voluntaria	
ministro de la Gobernación		ministro
psicólogo	profesión, grupo de ocupaciones de la CIUO	profesionales sociales y religiosos
Departamento de Baja Verapaz	departamento de Guatemala	
Raíces Perdidas	club	
Ministro de Finanzas Públicas	cargo público	ministro
Nueva Concepción	municipio de Guatemala	
Cuilapa	municipio de Guatemala	
Ministro de Ambiente y Recursos Naturales de Guatemala	cargo público	ministro
Ministro de Desarrollo Social de Guatemala	cargo público	ministro
Alejandro Córdova Herrera	ser humano	
Rodolfo Espinosa	ser humano	
Jorge Raúl Cruz Villagrán	ser humano	
Manuel Estuardo Roldán Barillas	ser humano	
Héctor Cifuentes	ser humano	
Tatiana M. Alonzo	ser humano	
Miguel Ángel Martínez Méndez	ser humano	
Máximo Santa Cruz	ser humano	
Álvaro Sagone	ser humano	
Rudio Lecsan Mérida	ser humano	
Ricardo Sagastume	ser humano	
Luis Lam Padilla	ser humano	
Amílcar Pop	ser humano	
Francisco Arredondo	ser humano	
Raquel Zelaya	ser humano	
Karin Herrera	ser humano	
Carlos Contreras Solórzano	ser humano	
Hugo Montoya	ser humano	
Matilda Noriega	ser humano	
Sammy Morales	ser humano	
Procurador de los Derechos Humanos de Guatemala	cargo público, organismo público, cargo	
Nueva York	página de desambiguación de Wikimedia	
Aquí me quedo	película	
embajador en Canadá	clase de embajadores en un país	embajador en un país
embajador en la República de Austria	clase de embajadores en un país	embajador en un país
Departamento de Petén	departamento de Guatemala	
Yupiltepeque	municipio de Guatemala	
vicario apostólico	cargo eclesiástico, vocación católica	obispo, vicario, vicario episcopal, obispo católico, prelado territorial, cabeza de una diócesis
Grupo de Puebla	organización	
Universidad Pontificia de Salamanca	universidad privada, universidad pontificia, editor de acceso abierto	
Mario Méndez Montenegro	ser humano	
Gloria Hernández	ser humano	
Katheryn Patá	ser humano	
Giovanni Reyes	ser humano	
Ninotchka Matute	ser humano	
Armando Castillo	ser humano	
Juan Francisco Solórzano Foppa	ser humano	
Magda Eunice Sánchez	ser humano	
Maya Juracán	ser humano	
Sharon van Tuylen	ser humano	
Zabdi Lopez	ser humano	
Acisclo Valladares Molina	ser humano	
Karina Paz	ser humano	
Lucrecia Marroquín	ser humano	
Ligia Hernández	ser humano	
Patricia Sandoval	ser humano	
Hugo Rodríguez Chinchilla	ser humano	
Jonathan Franco	ser humano	
Jorge Mario García	ser humano	
Rogelio Flores	ser humano	
Chiquimulilla	municipio de Guatemala	
Alcalde de Guatemala	cargo público	alcalde
Alfaguara	editorial	
tatuador	profesión	artista visual, body artist
gestor cultural	profesión, cargo, ocupación	productor, administrador
Universidad de Chile	estación de metro, estación subterránea	
Nebaj	yacimiento arqueológico	
Colegio de Abogados y Notarios de Guatemala	club, colegio profesional	
ceramista	profesión, Q778000, ocupación	artesano, artista visual
curador	parentesco civil, cargo	comisionado, representante, custodian
biólogo	profesión	científico
Organización para las Mujeres en Ciencia para el Mundo en Desarrollo	asociación profesional, asociación de mujeres, organización de las Naciones Unidas	
recolector científico	ocupación	coleccionista
Universidad del Sureste de Noruega	universidad, organización	
Instituto Polar Noruego	agencia cartográfica nacional, editor de acceso abierto, directorate in Norway	
Pasaco	municipio de Guatemala	
Próspero Penados del Barrio	ser humano	
Rafael Castillo Valdez	ser humano	
Ramiro Ponce Monroy	ser humano	
Raúl Aguilar Batres	ser humano	
René Romano	ser humano	
Ricardo Alfonso Cerna	ser humano	
Ricardo Falla Sánchez	ser humano	
Rita Sanz-Agero	ser humano	
Roberto Granados	ser humano	
Roberto González Goyri	ser humano	
Roberto Herrera Ibarguen	ser humano	
Roberto Taylor	ser humano	
Rodolfo Abularach	ser humano	
Rodolfo Robles Valverde	ser humano	
Rubén Soberón	ser humano	
Sandra Torres	ser humano	
Sandy Montenegro Littlefield	ser humano	
Saturnino Rustrián	ser humano	
Selvyn Ponciano	ser humano	
Sergio Guevara	ser humano	
ingeniero civil	profesión, grado académico, grupo de ocupaciones de la CIUO	ingeniero, engineering professionals (excluding electrotechnology)
criminal	clase social, ocupación	malhechor, persona vinculada al derecho
Universidad de Costa Rica	universidad, editor de acceso abierto	
pentatleta moderno	profesión	deportista
Liga de estudiantes de arte de Nueva York	academia de bellas artes, recinto artístico	
Gran Cruz de la Orden del Mérito Civil	grado de una orden	Gran Cruz
Melchor de Mencos	ciudad fronteriza, municipio de Guatemala	
Primera Dama de Guatemala	título, cargo	primera dama
Siebel Systems	progicial, negocio, empresa	
Sergio Sánchez (tirador)	ser humano	
Teodoro Palacios	ser humano	
Uwaldo Pérez	ser humano	
Virgilio Rodríguez Beteta	ser humano	
Víctor Hugo Monzón	ser humano	
Víctor Manuel Gutiérrez	ser humano	
Walter Nahún López	ser humano	
Wilfred Velásquez	ser humano	
Álvaro Morales	ser humano	
Álvaro Fortuny	ser humano	
Álvaro Hurtarte	ser humano	
Álvaro Jiménez	ser humano	
Ángel Sanabria	ser humano	
Élmer Ponciano	ser humano	
Hunahpú	ser humano	
Iván de León Rodríguez	ser humano	
José Joaquín Palma	ser humano	
Matías de Córdova	ser humano	
Tanya Zea	ser humano	
Alfredo Mury	ser humano	
pentatleta	ocupación	atleta de pruebas combinadas
Departamento de Santa Rosa	departamento de Guatemala	
La Labor	municipio de Honduras	
París	departamento de Francia, megaciudad, metrópoli, ciudad global, territorial collectivity of France with special status, ciudad más grande	
Bayamo	ciudad, municipio de Cuba, gran ciudad	
Tapachula de Córdova y Ordóñez	ciudad, gran ciudad, localidad de México	
Bex	gemeinde de Suiza	
Universidad de Pittsburgh	colaboración público–privada, universidad privada, universidad de investigación, institución educativa pública de los Estados Unidos, editor de acceso abierto	
Pedro Zamora Álvarez	ser humano	
Pepe Mollinedo	ser humano	
Manuel José Arce y Valladares	ser humano	
Lisandro Guarcax	ser humano	
Fritz García-Gallont	ser humano	
Juan Díaz (fraile)	ser humano	
Juan Pedro Laporte	ser humano	
Paulina Schippers	ser humano	
Fernando Carrera	ser humano	
Eduardo Stein	ser humano	
Domingo Buezo Leiva	ser humano	
Mauricio Claudio Rosal	ser humano	
Willi Kaltschmitt Luján	ser humano	
Jonathan Solís	ser humano	
Nikté Sotomayor	ser humano	
Ana Lucia de Leon	ser humano	
Mayra Conde	ser humano	
Marco Antonio Flores	ser humano	
Adolfo Molina Orantes	ser humano	
Ricardo Rosales	ser humano	
Ministro de Comunicaciones, Infraestructura y Vivienda	cargo público	ministro
arqueólogo	profesión, ocupación	académico de humanidades, académico de la cultura
Universidad de Auburn	universidad, Universidad de concesión de tierras, comunidad no incorporada en los Estados Unidos, institución educativa pública de los Estados Unidos	
Universidad Nacional, Costa Rica	universidad, editor de acceso abierto	
Liceo Javier	escuela	
obispo católico	función episcopal, vocación católica	obispo, sacerdote católico, pastor, ministro, clérigo católico
San José	asentamiento	
dirigente deportivo	profesión, cargo, ocupación	funcionario, gerente, funcionario deportivo, personalidad del deporte
Comité Olímpico Internacional	organización no gubernamental, organización sin fines de lucro, federación deportiva internacional	
campeón nacional	título deportivo, título, grado o estatus	campeón, jugador competitivo
luchador de artes marciales mixtas	profesión	artista marcial
Luis Fuentes	ser humano	
Angelina Acuña	ser humano	
León Bilak Peritz	ser humano	
Oswaldo Méndez	ser humano	
Rodrigo Leal	ser humano	
Karen Slowing-Aceituno	ser humano	
Rodrigo Díaz	página de desambiguación de nombres humanos	
Teresita Collado	ser humano	
Juan Carlos Nájera	ser humano	
Julio César Urías	ser humano	
Melanie Slowing	ser humano	
Paulette Samayoa	ser humano	
Marlon Sequen	ser humano	
Pablo Junior Barros	ser humano	
José Orlando Alvarado	ser humano	
Kristian Guzman	ser humano	
José Hidalgo	ser humano	
Margarita Carrera	ser humano	
René Maltez	ser humano	
Wilson Lalín	ser humano	
filatelista	ocupación, término filatélico	coleccionista
Chinique	municipio de Guatemala	
Premio Copé	premio literario	
Universidad de Iowa	universidad, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Universidad Autónoma de Madrid	universidad pública, editor de acceso abierto	
Chicacao	municipio de Guatemala	
Luisa Ruano	ser humano	
Liwy Grazioso	ser humano	
Henry Saenz	ser humano	
Rebeca Orellana	ser humano	
Norma Sancir	ser humano	
Cándido Macabi Véliz	ser humano	
Kristhal André Figueroa Mansilla	ser humano	
Kimberly Rocío López	ser humano	
Ketzali Pérez	ser humano	
Karen Lucía Lara	ser humano	
Julie López	ser humano	
Jovanna García Contreras	ser humano	
Jeanelly Vásquez González	ser humano	
Irene García	ser humano	
Gaby Castillo	ser humano	
Mónica Estefanía Chub	ser humano	
Francelia Solano	ser humano	
Evelyn Margarita Boche Ventura	ser humano	
Evelin Vásquez	ser humano	
Estephany Raquel Arreaga Jiménez	ser humano	
Escuela Nacional de Antropología e Historia	institución académica	
Universidad Galileo	universidad	
diseñador gráfico	profesión	diseñador
periodista freelance	profesión, ocupación	periodista, freelance writer
reportero	profesión, cargo	periodista
periodista de prensa escrita	profesión	periodista, newspaperperson
fotoperiodista	profesión, cargo	periodista, fotógrafo profesional
productor de cine	profesión del cine	film people, productor
activista por los derechos de las personas transgénero	ocupación	activista LGBTI
activista LGBTI	ocupación	activista por los derechos civiles, activista por los derechos humanos, activista sobre temas  relacionados con la sexualidad y el género
Jacinto Rodríguez Díaz	ser humano	
Juan de Urruela	ser humano	
Adrian Vidaurre	ser humano	
Luis Martinez Castellanos	ser humano	
Luis Martínez Mont	ser humano	
Alexander Cifuentes	ser humano	
Martin Prado Velez	ser humano	
Mauro de León	ser humano	
Néstor Jucup	ser humano	
César Nathanael Morales	ser humano	
Aldo Ricardo Castañeda	ser humano	
Sixto Betancourt	ser humano	
Francisco Danilo Aguilar	ser humano	
Kevin Arriola	ser humano	
Edgar Barquín	ser humano	
Rigoberto Bran Azmitia	ser humano	
Serapio Cruz	ser humano	
Jimmy Morales Cabrera	ser humano	
