entidad	instancia_de	subclase_de
Ian Jamaine Martinez Carrillo	ser humano	
Andres Monge Barquero	ser humano	
Jeaustin Enrique Solis Ramirez	ser humano	
Freddy Antonio Sanchez Corrales	ser humano	
Kevin Stevan Hernandez Ledezma	ser humano	
Carlos Alfredo Fernandez Vindas	ser humano	
Maria Cervantes	ser humano	
Karina Araya	ser humano	
Valeria Gonzalez	ser humano	
Alison Torres	ser humano	
Karina Solis	ser humano	
Brenda Espinoza	ser humano	
Cameron Nicole Simpson Castro	ser humano	
Fiorella Mendez Montero	ser humano	
Anfernne Jammal Watson Araya	ser humano	
Fabian Mora	ser humano	
Kervin Letfrod Kirkeness	ser humano	
Maria Laura Villalobos Quesada	ser humano	
Miguel Obregón Lizano	ser humano	
Fernando Zamora Salinas	ser humano	
Fernando Ortuño Sobrado	ser humano	
Nestor Manrique Oviedo Guzmán	ser humano	
José Leitón	ser humano	
José María Zamora y Coronado	ser humano	
Kendall Grant	ser humano	
Keyshell Sánchez	ser humano	
Lemark Hernández	ser humano	
Luis Francisco Rodríguez	ser humano	
Natasha Sibaja	ser humano	
Fernando Durán Ayanegui	ser humano	
Olger Guzmán	ser humano	
Rigoberto Salas	ser humano	
Rodolfo Butch Muñoz	ser humano	
Román Arrieta	ser humano	
Yirlania Arroyo	ser humano	
María Barrantes	ser humano	
Mariana Benavides	ser humano	
Noelia Bermúdez	ser humano	
educador	profesión	personal educativo, profesionales de la enseñanza
fotógrafo	ocupación, agente	artista visual
Universidad de Montreal	university in Quebec, universidad pública de investigación	
Universidad Nacional, Costa Rica	universidad, editor de acceso abierto	
Cantón de Liberia	cantón de Costa Rica	
Maria Jose Chaves Vasquez	ser humano	
Catalina Orozco Delgado	ser humano	
Joey Andrey Vasquez Riascos	ser humano	
Jose Fransico Cabrera Alfaro	ser humano	
Amaurys Ripool	ser humano	
Javier Chacon Vargas	ser humano	
Priscilla Maria Fernandez Herrera	ser humano	
Nicole Muñoz Salinas	ser humano	
Camila Rojas Morera	ser humano	
Alina Pacheco Nuñez	ser humano	
Daniela Carvajal Acuña	ser humano	
Maria Fernanda Castillo Rojas	ser humano	
Laura Castro	ser humano	
Alina Ruiz Cespedes	ser humano	
Alma Veronica Barrantes Castillo	ser humano	
Keysi Salazar Villalobos	ser humano	
Maria Rodriguez Barbosa	ser humano	
Veronica Maria Buverrtt Ulate	ser humano	
Samuel Stawski Oliva	ser humano	
Mauricio Johel Zuñiga Redondo	ser humano	
Rodolfo Herrera	ser humano	
Rigoberto Rojas	ser humano	
Danny Formal	ser humano	
Alexander Anchía Vindas	ser humano	
Óscar Bejarano	ser humano	
Manrique Quesada	ser humano	
Enrique Córdoba	ser humano	
Carlos Marín Segura	ser humano	
Edgar Rodríguez Carranza	ser humano	
Eugenia Zamora Chavarría	ser humano	
Edgar Zúñiga Jiménez	ser humano	
Barry Biesanz Hiltunen	ser humano	
Dashiz	ser humano	
EON	ser humano	
Guillermo Hernández Astorga	ser humano	
José Pablo Córdoba	ser humano	
José María Agüero	ser humano	
Tulio Quirós	ser humano	
Víctor Monge	ser humano	
Sergio Salazar	ser humano	
Guadalupe	ciudad de Estados Unidos	
piloto de automovilismo	profesión, ocupación	piloto de carreras
San Joaquín	comuna de Chile	
jurista	grado académico, profesión jurídica	profesional
Nueva Orleans	ciudad de Estados Unidos, gran ciudad, ciudadcondado	
artista	ocupación, profesión artística	creador
tornero de la madera	profesión relacionada con la madera	tornero, artesano de la madera
jugador profesional de videojuegos	profesión, ocupación	jugador de videojuegos
San Juan	municipio de Filipinas	
Marco Mena	ser humano	
Marlon Camble	ser humano	
Marvin Loría	ser humano	
José Luis Mora	ser humano	
Ronney Mora	ser humano	
Jairo Picado	ser humano	
Ulises Segura	ser humano	
Yuaycell Wright	ser humano	
Javier Arce	ser humano	
Andrés Sáenz Llorente	ser humano	
Miguel Barzuna Sauma	ser humano	
Rodolfo Cerdas Cruz	ser humano	
Alex Curling Delisser	ser humano	
Federico Carrillo Zürcher	ser humano	
Patricia Mora	ser humano	
Eduardo Mora Valverde	ser humano	
Saúl Weisleder Weisleder	ser humano	
Vilma Faingezicht	ser humano	
Grettel Barboza	ser humano	
Maureen Clarke	ser humano	
La Palmera	distrito de Costa Rica	
Cantón de Corredores	cantón de Costa Rica	
Península de Osa	península	
sociólogo	profesión, ocupación	científico social
economista	profesión, grupo de ocupaciones de la CIUO	científico social, profesionales sociales y religiosos
tirador		cinturón
Javier Flores Galarza	ser humano	
Corina Rodríguez López	ser humano	
Victoria Madrigal	ser humano	
Lilia González González	ser humano	
Kevin Masis	ser humano	
Matilde Carranza	ser humano	
Lilly de Jongh Osborne	ser humano	
Alberto Martén Chavarría	ser humano	
Hugo Cruz Lara	ser humano	
Onicka Pinnock Gibbons	ser humano	
Carolina Godoy	ser humano	
Manuel A. Zumbado	ser humano	
Alejandro A. Valerio	ser humano	
Bernald Pacheco Chaves	ser humano	
Odalisca Breedy	ser humano	
Brian Kubicki	ser humano	
Stanley Salazar	ser humano	
Lorena Flores	ser humano	
Arturo Angulo	ser humano	
María Teresa Obregón Zamora	ser humano	
suffragette	ideología, ocupación, grupo de humanos	mujer, activista político, sufragista
Universidad del Noroeste	escuela, universidad, instituto de investigación, institución educativa privada sin fines de lucro	
profesor	profesión, cargo, ocupación	educador, académico, school staff
académico	rango académico, título honorífico, tipo de membresía	fellow
activista	ocupación, actitud ética	persona
coleccionista de arte	ocupación	coleccionista
Academia de Geografía e Historia de Guatemala	academia, editorial académica	
intelectual	profesión, ocupación	filósofo
lycée Buffon	lycée	
árbitro	propiedad de Wikidata relacionada con los eventos deportivos	
voleibolista	profesión	deportista, jugador competitivo
entomólogo	profesión, cargo, ocupación	zoólogo de invertebrados
Instituto Nacional de Biodiversidad	instituto de investigación	
Universidad del Estado de Ohio	Universidad de concesión de tierras, institución educativa pública de los Estados Unidos, universidad pública de investigación	
recolector científico	ocupación	coleccionista
zoólogo	profesión, cargo	biólogo
cnidariólogo	profesión, ocupación	zoólogo de invertebrados
herpetólogo	profesión	zoólogo de vertebrados
nematólogo	profesión, ocupación	zoólogo de invertebrados
ictiólogo	profesión	hidrobiólogo, zoólogo de vertebrados, aquatic biologist
Andrea Vargas	ser humano	
Emilia Navas Aparicio	ser humano	
Clotilde Fonseca Quesada	ser humano	
Keysher Fuller	ser humano	
Ana Teresa Dengo	ser humano	
Marvin Rodríguez Cordero	ser humano	
Claudia Dobles Camargo	ser humano	
Daniel Chacón	ser humano	
William Quirós	ser humano	
Flavio Fonseca	ser humano	
Yecsy Jarquín Ramos	ser humano	
Josué Abarca	ser humano	
José Rodolfo Alfaro	ser humano	
Reimond Salas	ser humano	
Rolando González	ser humano	
Dragos Dolanescu Valenciano	ser humano	
Alexis Gamboa	ser humano	
Yadira Calvo Fajardo	ser humano	
Carolina Hidalgo Herrera	ser humano	
Marcia González Aguiluz	ser humano	
Santiago	municipio de Filipinas	
arquitecto	propiedad de Wikidata relacionada con la arquitectura, Wikidata property to identify contributors to works or products	
Cantón de Pococí	cantón de Costa Rica	
Bucarest	municipio de Rumania, ciudad universitaria, gran ciudad, división administrativa de primer nivel, ciudad más grande	
Universidad de Bucarest	universidad pública, editor de acceso abierto	
Guápiles	distrito de Costa Rica	
Tucurrique	distrito de Costa Rica	
Universidad de Sevilla	universidad pública, editor de acceso abierto, editorial académica	
ministro de Justicia	página de desambiguación de Wikimedia	
Aníbal Varela	ser humano	
Jose Pablo Gil	ser humano	
Sol Carballo	ser humano	
Inés Trejos	ser humano	
Marco Vinicio Aragonés	ser humano	
Rashir Parkins	ser humano	
Olga Marta Sauma	ser humano	
Édgar Delgado	ser humano	
Jorge Calvo (peleador)	ser humano	
Samantha Black	ser humano	
Nahara Ayala Sanchez	ser humano	
Sergio Morales Araya	ser humano	
Alejandro Granados	ser humano	
Luis Daniel Oses	ser humano	
Giovanni Alfaro	ser humano	
Oliver Skinner	ser humano	
Haydee Gómez Cascante	ser humano	
Patricia Howell	ser humano	
Elia Arce	ser humano	
Alejandra Solano	ser humano	
tenista en silla de ruedas	ocupación	tenista, para athlete
coreógrafo	Wikidata property to identify contributors to audiovisual works	
bailarín	profesión, ocupación	artista escénico, dancers and choreographers
luchador de artes marciales mixtas	profesión	artista marcial
luchador profesional	profesión	luchador, atleta profesional
Consejo Mundial de Lucha Libre	organización	
Universidad Autónoma de Baja California	universidad, editor de acceso abierto	
micólogo	profesión	botánico, microbiólogo
Guatemala	país, república, república bananera, estado soberano	
San Cristóbal	ciudad, gran ciudad	
diseñador	propiedad de Wikidata para elementos sobre obras	
enfermero	trabajo, profesión sanitaria, ocupación	nursing professional
Universidad de Siracusa	universidad privada, universidad de investigación, conjunto de estructuras o edificios, organización 501(c)(3), institución educativa privada sin fines de lucro	
Ministerio de Salud de Costa Rica	ministerio de Salud	
cineasta	profesión del cine, ocupación mediática	artista, artista visual
artista de performance	profesión, ocupación	artista visual
Escuela Libre de Derecho	facultad de derecho	
Mahmood Sasa	ser humano	
Anthony Vargas	ser humano	
Amelia Rueda	ser humano	
Mario Sequeira	ser humano	
María Suárez Toro	ser humano	
Alda Facio	ser humano	
Johnny Chaves	ser humano	
Elizabeth Bourland	ser humano	
Tatiana Trejos Rodríguez	ser humano	
Kijell Medina	ser humano	
Jamal Rodríguez	ser humano	
Luis Hernández	página de desambiguación de nombres humanos	
Erika Vargas	ser humano	
Andrey Fonseca	ser humano	
Carolina Rodríguez Durán	ser humano	
Mercedes Chacón Porras	ser humano	
Miguel Murillo	ser humano	
Wendy Porras	ser humano	
Carlos Alvarado Quesada	ser humano	
Mario Redondo Poveda	ser humano	
Universidad de Texas en Arlington	institución educativa pública de los Estados Unidos, universidad pública de investigación	
Buenos Aires	asentamiento	
Pavas	distrito de Costa Rica	
Puerto Rico	área insular, Estado libre asociado, territorio no incorporado de los Estados Unidos, división política, territorio de los Estados Unidos, región cultural, provincias españolas de América	
activista por los derechos humanos	ocupación	activista político
Universidad Estatal de Nueva York	universidad pública, sistema de universidad estatal, state agency of New York	
Universidad de Nueva York	escuela, lugar de trabajo, universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
Hatillo	página de desambiguación de Wikimedia	
Universidad de Leipzig	universidad pública, Fachhochschule, comprehensive university, editor de acceso abierto	
Municipal Pérez Zeledón	club de fútbol	
químico	profesión, término químico, grupo de ocupaciones de la CIUO	profesionales de las ciencias físicas y de la tierra, científico físico
pionero	cargo, rol, ocupación	clase social, innovador, fundador
investigador	cargo, ocupación	escritor de no ficción, profesional de la academia
Universidad de Sussex	institución educativa universitaria, organización, organización educativa, universidad pública de investigación	
Universidad Autónoma de Centro América	universidad	
Daniela Cruz	ser humano	
Dinnia Díaz	ser humano	
Cristin Granados	ser humano	
Gabriela Guillén	ser humano	
Melissa Herrera	ser humano	
Rubén Bermúdez	ser humano	
Rodolfo Villalobos	ser humano	
Carlos Muñoz	página de desambiguación de nombres humanos	
Amelia Valverde Villalobos	ser humano	
Carol Sánchez	ser humano	
Karla Villalobos	ser humano	
Cornelius Wilson	ser humano	
Joao Fernando Johanning Mora	ser humano	
Adriana Venegas	ser humano	
Josué González	ser humano	
Alfredo Cardona Peña	ser humano	
Natasha Jiménez	ser humano	
Daniel Zovatto	ser humano	
Emilio Alfonso Sagot Ortega	ser humano	
Joseph Mora	ser humano	
Sámara	distrito de Costa Rica	
San Rafael	ciudad, gran ciudad	
Universidad del Sur de Florida	universidad pública, institución educativa pública de los Estados Unidos, editor de acceso abierto	
Universidad Creighton	universidad, institución educativa privada sin fines de lucro, editor de acceso abierto	
surfista	ocupación	deportista
Isla de Pecixe	isla	
activista LGBTI	ocupación	activista por los derechos civiles, activista por los derechos humanos, activista sobre temas  relacionados con la sexualidad y el género
actor de televisión	profesión	actor
Jake Beckford	ser humano	
James Hudson	ser humano	
Jason Zárate	ser humano	
Jean Carlos Chacón	ser humano	
Jeannette Benavides	ser humano	
Jeisson Jiménez	ser humano	
Jerónimo de Retes y López de Ortega	ser humano	
Jessica Clark Cohen	ser humano	
Jessica Umaña	ser humano	
Jesús Manuel Fernández Morales	ser humano	
Joan Gemmir i Lleonart y Fontanills	ser humano	
Kenny Cunningham	ser humano	
Joaquín Bernardo GarcíaCastro	ser humano	
Joaquín Vargas Gené	ser humano	
John Sánchez	ser humano	
Johnny Cubero	ser humano	
Jordan Smith	ser humano	
Jorge Antonio Salas Bonilla	ser humano	
Jorge González Martén	ser humano	
Jorge Guardia Carazo	ser humano	
