entidad	instancia_de	subclase_de
Santo Domingo Norte	municipio de la República Dominicana	
periodista	profesión, cargo, ocupación, grupo de ocupaciones de la CIUO	autor, profesional de medios, ocupación mediática, authors, journalists and linguists
Boca Chica	municipio de la República Dominicana	
Reino de los Países Bajos	país, reino, reino, estado soberano, poder colonial	
rapero	ocupación, profesión musical	vocalista, músico de hiphop
Roma	película	
Universidad Estatal de Florida	escuela, universidad pública, institución educativa pública de los Estados Unidos	
actor de televisión	profesión	actor
José María Serra de Castro	ser humano	
Fernando Ureña Rib	ser humano	
Juan de los Santos	ser humano	
José Agustín Silvestre de los Santos	ser humano	
José Miguel Alcantara Almanzar	ser humano	
Pedro Franco Badía	ser humano	
Arismendy Alcántara	ser humano	
Julio Yarn	ser humano	
José Santana	ser humano	
Dulce Piña	ser humano	
Wason Brazobán	ser humano	
Black Point	península	
Guillermo Cabrera	ser humano	
Julio Dujarric	ser humano	
Joel Mejia	ser humano	
Francisco Lorenzo	ser humano	
Joan Soriano	ser humano	
Amaury Martínez	ser humano	
Ozell Wells	ser humano	
Frank Báez	ser humano	
Universidad de Salamanca	universidad pública, editor de acceso abierto	
alcalde	cargo público, cargo elegido	alcalde, alto cargo
Premio Nacional de Literatura de la República Dominicana	distinción	premio literario
productor discográfico	profesión musical	músico, productor
nadador	ocupación	deportista
tirador		cinturón
Detroit	sede de condado, ciudad fronteriza, ciudad de Estados Unidos, gran ciudad	
Universidad de Míchigan	institución educativa pública de los Estados Unidos, universidad pública de investigación	
Gabriel García	página de desambiguación de nombres humanos	
Ramón García	ser humano	
Carolina González	ser humano	
María González	página de desambiguación de nombres humanos	
José Manuel Muñoz	ser humano	
Manuel Núñez	página de desambiguación de Wikimedia	
Luis Benítez	ser humano	
José Ernesto Chapuseaux	ser humano	
Luis Frías Sandoval	ser humano	
Osvaldo Cepeda y Cepeda	ser humano	
Luiyi Lugo	ser humano	
Luis Montero	ser humano	
Deibinson Romero	ser humano	
Diógenes Céspedes	ser humano	
Vinicio Castillo Semán	ser humano	
Dinardo Rodríguez	ser humano	
Mario Nelson Galán Durán	ser humano	
Gilberto Serulle	ser humano	
Hilda Coriz	ser humano	
Marisela Peralta	ser humano	
artista	ocupación, profesión artística	creador
Bélgica Adela Mirabal Reyes	ser humano	
Marianela Pinales	ser humano	
Denise Romero	ser humano	
Rudolf González	ser humano	
Edarlyn Reyes	ser humano	
Winder Mendoza	ser humano	
Josh García	ser humano	
Dorny Romero	ser humano	
José Defran	ser humano	
Onésimo Rufino	ser humano	
Aletxa Mueses	ser humano	
Sofinel Báez	ser humano	
Manny Correa	ser humano	
Juan Familia Castillo	ser humano	
Mary Pérez de Marranzini	ser humano	
Francia Josefina Miniño	ser humano	
Yvelisse Prats Ramírez	ser humano	
Manuela Díez Jiménez	ser humano	
Aniana Vargas	ser humano	
Tanya Valette	ser humano	
activista	ocupación, actitud ética	persona
Distrito Nacional	división administrativa de primer nivel, entidad territorial administrativa de la República Dominicana	
Hennef	municipio urbano de Alemania, mediumsized district town	
Parroquia Altagracia	parroquia civil de Venezuela	
Massachusetts	Estado de los Estados Unidos	
Ámsterdam	ciudad, ciudad de ciclismo, gran ciudad, lugar poblado catastral en los Países Bajos, asentamiento portuario, lugar con derechos de ciudad y privilegios, ciudad más grande, capital nacional	
filántropo	ocupación	benefactor
bailarín de ballet	profesión	bailarín
La Trinitaria	sociedad secreta	
director de cine	profesión, profesión del cine	artista visual, profesional del cine, realizador, miembro del equipo de filmación
Audris Joel Pérez	ser humano	
Tania Medina	ser humano	
María Alejandra Guzmán	ser humano	
Jonathan Rosario	ser humano	
Mónica Núñez	ser humano	
Iris Santos	ser humano	
Chino Sing	ser humano	
Claudio Marrero	ser humano	
Rafely Rosario	ser humano	
Johenny Valdez	ser humano	
Santo Manzanillo	ser humano	
Akari Endo	ser humano	
Pedro Antonio Núñez	ser humano	
Rafael Flores	ser humano	
Gregory Polanco	ser humano	
Cris Urena	ser humano	
Maikel Franco	ser humano	
Luis Natera	ser humano	
Cecilia García	asentamiento	
Petronila Gau	ser humano	
cirujano	grado académico, especialidad, cargo, disciplina académica, profesión medicina	médico especialista
presentador de televisión	cargo, ocupación mediática	actor, celebridad, presentador, profesional de medios, periodista de televisión, personalidad televisiva, presentador de programa
personalidad de radio	profesión, ocupación mediática	locutor, personalidad mediática, presentador, radio employee
Jordan Bismarck Pichardo Jimenez	ser humano	
Leonardo Winterdal	ser humano	
Juan Guerrero	ser humano	
Yasson Samuel Nunez Batista	ser humano	
John Michael Vargas Baez	ser humano	
Samuel Jose Hurtado	ser humano	
Ricardo Rothensteiner Martinez	ser humano	
Alfred Rothensteiner Martinez	ser humano	
Anfernee Polanco	ser humano	
Ismael Luis Valdez	ser humano	
Ismael Waldron	ser humano	
Erick Franklin Valdez Duran	ser humano	
Luis Manuel Herrera	ser humano	
Lisandro Jose Berroa Paris	ser humano	
Angel Manuel Perdomo Valdez	ser humano	
Adonis De Jesus Nunez Garcia	ser humano	
Rafael Castillo	página de desambiguación de nombres humanos	
Gisell Argelis Peguero	ser humano	
Maria Marte	ser humano	
Yaneiry Holguin Ramirez	ser humano	
Margarita Cordero	ser humano	
Hilda Gautreaux	ser humano	
Belkiss Adrover Feliz de Cibrán	ser humano	
Janet Altagracia Camilo Hernández	ser humano	
Circe Almánzar Melgen	ser humano	
Germana Quintana	ser humano	
Gloria Roely Reyes Gómez	ser humano	
Livia Veloz	ser humano	
Alba María Reyes Vizcaíno	ser humano	
Hilda Caridad Cámpora Bello	ser humano	
Josefina Padilla	ser humano	
Ana Valverde	ser humano	
Sergia Galván	ser humano	
Maffio	ser humano	
José Armando Castillo	ser humano	
Ana Rosa García	ser humano	
Maria Tapia	ser humano	
Teresa Tapia	ser humano	
Bryan Brack	ser humano	
Eustacia Cortorreal	ser humano	
Premio Nacional de Periodismo	página de desambiguación de Wikimedia	
escultor	profesión artística	artesano, artista visual, artista plástico
Villa González	municipio de la República Dominicana	
politólogo	profesión	científico social
concejal	cargo público, cargo, ocupación, cargo elegido	asesor, político municipal
Ashley Virginia Rojas Pena	ser humano	
Nelsy Maria Sentil Almonte	ser humano	
Linda Yafreisy Brea De Peña	ser humano	
Lisbeth Alejandra Mendoza Montas	ser humano	
Chelsy Santana	ser humano	
Chadelyn Espinal	ser humano	
Angela Maria Asencio	ser humano	
Yadiri Maria Mota Diaz	ser humano	
Lismier Rodriguez Caraballo	ser humano	
Willy Ramon Batista	ser humano	
Victor Manuel Pena Ferriol	ser humano	
Elvin Valera Evangelista	ser humano	
Daniel Salvador Vitiello Alba	ser humano	
Oliver Jose Francisco Garcia	ser humano	
Stefani Mateo Mejia	ser humano	
Perla Lucia Herrera Carcaño	ser humano	
Nayely Adelaida Morillo Feliz	ser humano	
Karla Caraballo Senice	ser humano	
Flor Jones	ser humano	
Risel Altagracia Rodriguez Disla	ser humano	
Mía Taveras	ser humano	
Mélido Pérez	ser humano	
Urpirio Onneliber Moreno Calvajal	ser humano	
George Soriano	ser humano	
José Delio Ares García	ser humano	
Enmanuel Valdez	ser humano	
Yasser Michelén	ser humano	
Monina Solá	ser humano	
Oliver Schmidhauser	ser humano	
Cuquito Peña	ser humano	
Michael Sambataro	ser humano	
Thomas Jungbauer	ser humano	
Enrique Bösl	ser humano	
Junior Caminero	ser humano	
Jonatan Clase	ser humano	
Ángel Martínez	página de desambiguación de nombres humanos	
Basilio Belliard	ser humano	
Bryan More	ser humano	
Julio Pou	ser humano	
José Joaquín Bidó Medina	ser humano	
director	Wikidata property to identify contributors to audiovisual works	
editor de cine	propiedad de Wikidata para elementos sobre películas	
actor de cine	profesión del cine	actor, film people
San Galo	cantón de Suiza	
Argentina	país, nación, república federal, estado soberano, estado confesional	
Austria	país, república, Estado sin litoral, estado soberano, estado de derecho, estado sucesor	
Kösching	markt de Alemania, municipio sin derechos de ciudad en Alemania	
crítico literario	profesión	crítico, recensor, especialista en literatura, periodista cultural
Ciudad de Panamá	ciudad, gran ciudad, área metropolitana	
Panamá	municipio de Brasil	
fotógrafo	ocupación, agente	artista visual
Partido de la Liberación Dominicana	partido político	
Rosa Alexandra Ysabel Mejia	ser humano	
Wilvis Yomar Cordero Thomas	ser humano	
Luis Arturo Duluc Trinidad	ser humano	
Jose Acosta Hernandez	ser humano	
Anyelo David De la Rosa	ser humano	
Bemil Antonio Faulkner Fernandez	ser humano	
Deivy Miguel Martinez Rodriguez	ser humano	
Regil Antonio Herasme Martinez	ser humano	
Ted Jimenez Guillen	ser humano	
Santiago Emmanuel Hurtado Parra	ser humano	
Eddy Rafael Guisarri Peralta	ser humano	
Sandro Encarnacion Ibert	ser humano	
Evelyn Gómez Domínguez	ser humano	
Angelina Jimenez Perez	ser humano	
Luis Manuel Martínez	ser humano	
Francisco Alberto Ozuna Lorenzo	ser humano	
Nicole Rivera Guerrero	ser humano	
Carlos Ernesto Taveras Camilo	ser humano	
Francisco Leonardo Concepción Mendoza	ser humano	
Luis Manuel Guerrero Fernández	ser humano	
Rosa Smester	ser humano	
Xavier Carreras	ser humano	
Antonio Lockward Artiles	ser humano	
Ana Mercedes Robles Goris	ser humano	
José Morillo	ser humano	
Ramón Torres	ser humano	
Elena Cordones	ser humano	
Benji Núñez	ser humano	
Lucía León	ser humano	
Juan Mayí	ser humano	
Eric Alexander Batsta Pérez	ser humano	
Amenazzy	ser humano	
Milton Peláez	ser humano	
Miguel Reyes Sánchez	ser humano	
Yarissa	ser humano	
Chimbala	ser humano	
Lizzy Parra	ser humano	
Rubinsky RBK	ser humano	
Sergio Hernández	ser humano	
Andrés Sandoval	ser humano	
Bayaguana	municipio de la República Dominicana	
científico	profesión, cargo	investigador, erudito
Salvaleón de Higüey	asentamiento	
Mi San Juan	álbum	
San Bartolomé de Tirajana	municipio de España	
Trapero	página de desambiguación de Wikimedia	
Milford	página de desambiguación de Wikimedia	
Universidad de Richmond	universidad, institución educativa privada sin fines de lucro	
Jael Uribe	ser humano	
Radamés Martínez	ser humano	
Ángelo Mota Brea	ser humano	
Aneudy Navarro	ser humano	
Yessica Oviedo	ser humano	
Ángel Paulino	ser humano	
Reina Paulino	ser humano	
Luis Miguel Pérez	ser humano	
Henry Quezada	ser humano	
Ángel Ramírez	ser humano	
Carix Ramírez	ser humano	
Richard Ramos	ser humano	
Olguín Sabúa	ser humano	
Elsa Sánchez	ser humano	
Jeffry de Jesus Serrata	ser humano	
Servio Severino	ser humano	
Manuel Simonó	ser humano	
Damaris Ubieres	ser humano	
Billy Váldez	ser humano	
Eligio Vásquez	ser humano	
Ezequiel Díaz	ser humano	
Deisy Toussaint	ser humano	
Amín Cruz	ser humano	
Juan Carlos Campos Sagaseta	ser humano	
Darlenys de la Cruz Severino	ser humano	
Joan Matias	ser humano	
Berleni Vianney Lebrón Liriano	ser humano	
Andrés López de Medrano	ser humano	
Lariza Díaz	ser humano	
Andreína Paniagua	ser humano	
Thais Karina Herrera Jimenez	ser humano	
Omar de la Cruz (futbolista)	ser humano	
Nelson Lemaire	ser humano	
Mustapha Aziz	ser humano	
Anthony Garcia	ser humano	
Cristopher Jiménez Orozco	ser humano	
Rosy Fernández Gutiérrez	ser humano	
Rumarda Urbáez	ser humano	
Cristian Javier Pinales	ser humano	
Pamplona	municipio de España	
El Nacional	página de desambiguación de Wikimedia	
atleta paralímpico	profesión, ocupación	deportista, competidor
conservador de museo	profesión, cargo, ocupación	museólogo, profesional de museos
Universidad Nacional Pedro Henríquez Ureña	universidad	
montañismo	tipo de deporte, afición, climbing discipline	escalada, deporte de montaña, deporte al aire libre
Ibiza	isla, comarca de las Islas Baleares	
Schaerbeek	municipio de Bélgica	
Bélgica	parada de tranvía, estación en superficie	
Tarudant	ciudad, municipio de Marruecos	
Líbano	municipio de Colombia	
investigador	cargo, ocupación	escritor de no ficción, profesional de la academia
Ana González	página de desambiguación de nombres humanos	
Anne Guzman	ser humano	
Virginia Echevarria	ser humano	
Stephany Contreras	ser humano	
Gina Figueroa	ser humano	
Karla De Jesus	ser humano	
Madelin Canela	ser humano	
Hilda Castillo	ser humano	
Yaina Beras	ser humano	
Grace Fabián	ser humano	
Monica Rodriguez	ser humano	
Dío Astacio	ser humano	
Luis Alfredo Torres	ser humano	
Juan Alberto Peña Lebrón	ser humano	
Denyi Reyes	ser humano	
