prompt,respuesta
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Edgar_Negret posee la ciudadanía del país Ecuador
César_Elizondo posee la ciudadanía del país Cuba
Manuel_Baquedano posee la ciudadanía del país Ecuador

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Manuel_Baquedano?

",Ecuador
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Samir_Arzú posee la ciudadanía del país Portugal
Claudio_Rojas posee la ciudadanía del país Dominica
Juan_Urango posee la ciudadanía del país Uruguay

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Samir_Arzú?

",Portugal
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Mayron_George posee la ciudadanía del país Panama
Evelyn_Núñez posee la ciudadanía del país Costa_Rica
Jean_Mclean posee la ciudadanía del país Chile

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Mayron_George?

",Panama
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Erick_Anguiano posee la ciudadanía del país Uruguay
Marcos_Sánchez posee la ciudadanía del país Austria
Juan_Quinteros posee la ciudadanía del país Austria

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Juan_Quinteros?

",Austria
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Darío_Figueredo posee la ciudadanía del país Mexico
Wardy_Alfaro posee la ciudadanía del país El_Salvador
Rony_Morales posee la ciudadanía del país Portugal

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Darío_Figueredo?

",Mexico
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Rafael_Zaldívar posee la ciudadanía del país Colombia
Bryan_Róchez posee la ciudadanía del país Dominica
Omaira_Sánchez posee la ciudadanía del país Guatemala

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Rafael_Zaldívar?

",Colombia
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Jervis_Drummond posee la ciudadanía del país Portugal
Enrique_Avalos posee la ciudadanía del país Peru
Joel_Lamela posee la ciudadanía del país Peru

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Jervis_Drummond?

",Portugal
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Blas_Riveros posee la ciudadanía del país Uruguay
Román_Arrieta posee la ciudadanía del país El_Salvador
Edu_Linares posee la ciudadanía del país Chile

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Edu_Linares?

",Chile
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Milú_Vargas posee la ciudadanía del país Portugal
Adalberto_Álvarez posee la ciudadanía del país Guatemala
Jorge_Battaglia posee la ciudadanía del país Ecuador

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Jorge_Battaglia?

",Ecuador
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Wilber_Sánchez posee la ciudadanía del país Canada
Jonathan_Loáisiga posee la ciudadanía del país Costa_Rica
Miguel_Ortega posee la ciudadanía del país Uruguay

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Jonathan_Loáisiga?

",Costa_Rica
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Billy_Bou posee la ciudadanía del país Paraguay
Kaypa'_Tz'Iken posee la ciudadanía del país Panama
Mongo_Santamaría posee la ciudadanía del país El_Salvador

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Mongo_Santamaría?

",El_Salvador
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Luz_Vázquez posee la ciudadanía del país Colombia
Adriana_Venegas posee la ciudadanía del país Argentina
Carmen_Berenguer posee la ciudadanía del país Cuba

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Luz_Vázquez?

",Colombia
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Benny_Ricardo posee la ciudadanía del país Nicaragua
Iván_Ríos posee la ciudadanía del país Panama
Octavio_Paz posee la ciudadanía del país El_Salvador

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Iván_Ríos?

",Panama
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Mimi_Morales posee la ciudadanía del país Cuba
Cristóbal_Jorquera posee la ciudadanía del país Australia
Soledad_Núñez posee la ciudadanía del país Canada

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Mimi_Morales?

",Cuba
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Dúvier_Riascos posee la ciudadanía del país Cuba
Augusto_Leguía posee la ciudadanía del país Portugal
Walter_Cárdenas posee la ciudadanía del país Guatemala

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Walter_Cárdenas?

",Guatemala
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Enrique_Cadícamo posee la ciudadanía del país Uruguay
Carlos_Báez posee la ciudadanía del país Colombia
Mónica_Ocampo posee la ciudadanía del país Colombia

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Mónica_Ocampo?

",Colombia
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Luis_Solari posee la ciudadanía del país Uruguay
Rodrigo_Roncero posee la ciudadanía del país El_Salvador
Yan_Bartelemí posee la ciudadanía del país Australia

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Rodrigo_Roncero?

",El_Salvador
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Cristina_Siekavizza posee la ciudadanía del país Uruguay
Edelmiro_Arévalo posee la ciudadanía del país Honduras
Gaby_Castillo posee la ciudadanía del país Cuba

--- Pregunta ---
Pregunta: ¿De qué país posee la ciudadanía Cristina_Siekavizza?

",Uruguay
