prompt,respuesta
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Augusto_Leguía se desempeña como Productor_Musical
Eugenio_Araujo se desempeña como Regatista
Carlos_Valdés se desempeña como Compositor

--- Pregunta ---
Pregunta: ¿En qué se desempeña Eugenio_Araujo?

",Regatista
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Alfredo_Cantón se desempeña como Socialite
Edwin_Sánchez se desempeña como Antropologo
Toribio_Terán se desempeña como Oficial_Naval

--- Pregunta ---
Pregunta: ¿En qué se desempeña Toribio_Terán?

",Oficial_Naval
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Sergio_Goycochea se desempeña como Astrologo
Juan_Agudelo se desempeña como Guionista
Agustín_Barreiro se desempeña como Agente_Deportivo

--- Pregunta ---
Pregunta: ¿En qué se desempeña Agustín_Barreiro?

",Agente_Deportivo
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Óscar_Aguilera se desempeña como Luchador
Marcela_Contreras se desempeña como Psicologo
Dennis_Martínez se desempeña como Ciclista

--- Pregunta ---
Pregunta: ¿En qué se desempeña Dennis_Martínez?

",Ciclista
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Julián_Atehortúa se desempeña como Trabajador_Domestico
Miguel_Villalta se desempeña como Artista
Reynaldo_Anderson se desempeña como Psicologo

--- Pregunta ---
Pregunta: ¿En qué se desempeña Miguel_Villalta?

",Artista
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Santiago_Solari se desempeña como Marino
Amado_Pérez se desempeña como Musicologo
José_Lezcano se desempeña como Catedratico

--- Pregunta ---
Pregunta: ¿En qué se desempeña José_Lezcano?

",Catedratico
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Arturo_Tejada se desempeña como Jinete_Hipico
Ulises_Poirier se desempeña como Obispo_Catolico
Blas_Cristaldo se desempeña como Arquitecto

--- Pregunta ---
Pregunta: ¿En qué se desempeña Ulises_Poirier?

",Obispo_Catolico
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Guillermo_Stábile se desempeña como Inversor
Freddy_Cachazo se desempeña como Alertador
Cristian_Quintero se desempeña como Zoologo

--- Pregunta ---
Pregunta: ¿En qué se desempeña Freddy_Cachazo?

",Alertador
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Victoria_Madrigal se desempeña como Fotografo
Williams_Reyes se desempeña como Historiador
Henrry_Mejia se desempeña como Demografo

--- Pregunta ---
Pregunta: ¿En qué se desempeña Henrry_Mejia?

",Demografo
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Seth_Meyers se desempeña como Influencer
Wenceslao_Cisneros se desempeña como Ceramista
Chestyn_Onofre se desempeña como Influencer

--- Pregunta ---
Pregunta: ¿En qué se desempeña Seth_Meyers?

",Influencer
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Mateo_Iturralde se desempeña como Revolucionario
Gisela_Dulko se desempeña como Lider_Religioso
Carlos_Afu se desempeña como Sindicalista

--- Pregunta ---
Pregunta: ¿En qué se desempeña Gisela_Dulko?

",Lider_Religioso
